192.168.20.1,GET,TCP_DENIED/403,http://www.detik.com/
192.168.20.1,GET,TCP_DENIED/403,http://mamam.yuk:3127/squid-internal-static/icons/SN.png
192.168.20.1,GET,TCP_DENIED/403,http://www.detik.com/favicon.ico
192.168.20.1,GET,TCP_DENIED/403,http://detectportal.firefox.com/success.txt
192.168.20.1,GET,TCP_DENIED/403,http://detectportal.firefox.com/success.txt
192.168.20.1,GET,TCP_DENIED/403,http://detectportal.firefox.com/success.txt
192.168.20.1,GET,TCP_DENIED/403,http://detectportal.firefox.com/success.txt
192.168.20.1,GET,TCP_DENIED/403,http://detectportal.firefox.com/success.txt
192.168.20.1,GET,TCP_DENIED/403,http://detectportal.firefox.com/success.txt
192.168.20.1,GET,TCP_DENIED/403,http://www.detik.com/
192.168.20.1,GET,TCP_DENIED/403,http://mamam.yuk:3127/squid-internal-static/icons/SN.png
192.168.20.1,GET,TCP_DENIED/403,http://www.detik.com/favicon.ico
192.168.20.1,GET,TCP_MISS_ABORTED/200,http://www.detik.com/
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdnstatic.detik.com/live/css/desktop/dads.css?
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://newopenx.detik.com/delivery/spcjs.php?
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdnstatic.detik.com/live/css/detik.ads.css?
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/js/md5.js
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/js/shareBox.js?
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/js/jquery.sticky-kit.min.js
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdnstatic.detik.com/live/js/msite/generic.ads.js
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdnstatic.detik.com/live/js/detik.ads.controller.js?
192.168.20.1,POST,TCP_MISS/200,https://safebrowsing.google.com/safebrowsing/gethash?
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/css/detik.topbar_new.css?
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/css/detikcom.cb.css?
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/js/lodash.min.js
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/js/handlebars-v3.0.1.js
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/libs/jquery/1.8.1/jquery.min.js
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdnstatic.detik.com/live/js/desktop/daeg_r22.js
192.168.20.1,GET,TCP_MISS/200,https://www.gstatic.com/firebasejs/3.6.6/firebase.js
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/css/detikcom.style.css?
192.168.20.1,GET,TCP_DENIED/403,http://newopenx.detik.com/delivery/spc.php?
192.168.20.1,GET,TCP_DENIED/403,http://newopenx.detik.com/delivery/fl.js
192.168.20.1,GET,TCP_DENIED/403,http://newopenx.detik.com/delivery/ajs.php?
192.168.20.1,GET,TCP_MISS/200,http://b.scorecardresearch.com/beacon.js
192.168.20.1,GET,TCP_MISS/200,http://rtax.criteo.com/delivery/rta/rta.js?
192.168.20.1,GET,TCP_MISS/200,https://cdn.detik.net.id/detik2/images/ico_lsl.png
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/js/it.js?
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/libs/js-itportal/firebase-msg.js
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/detik2/js/detikwp.js?
192.168.20.1,GET,TCP_MISS_ABORTED/000,https://images.detik.com/community/pasma/2017/06/16/14976292061964716988.jpg
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://images.detik.com/community/media/visual/2017/06/03/923f80a8-567f-4d0d-9ac4-d7dd2e067033_11.jpg?
192.168.20.1,GET,TCP_MISS_ABORTED/000,http://cnnindonesia.com/assets/image/logo_cnn_box_detikcom.jpg
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://images.detik.com/community/pasma/2017/06/16/14976035101843215814.jpg
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://cdn.detik.net.id/libs/dc/v1/image/favicon_detikcom.png
192.168.20.1,GET,TCP_MISS_ABORTED/200,https://images.detik.com/community/media/visual/2017/06/14/26cd328f-19db-4cb3-9a6f-9faaf484bc17_11.jpg?
